494.86844890306304,517.9582608276171,272.79629564249586,542.5325461474083
477.5149357883159,506.1258594426766,280.1051430895527,535.4416145056248
468.2021359036426,497.0101694891015,283.1975992766144,533.4490854035274
460.2182889667067,492.587939464324,283.9030665094681,531.6392171051546
455.5678018122067,491.16703010003357,284.49611536651946,530.7880502818779
450.8666509541647,490.79649324057766,284.1782152447369,532.0601371744018
448.3036691969443,490.0151037316763,284.84135372786886,529.7542587863056
446.7269879225219,488.937471317457,285.1788091934378,528.8576510927912
445.3574538855799,490.79355388928093,285.33058979496576,530.401312249415
443.9257006021711,492.796317804046,285.4094309591779,533.0156887452351
442.963856616517,495.7109790748631,285.3177471372702,535.8684654711024
441.77641105327564,498.8794509498782,285.294437807422,538.9708920862836
441.52672273557414,501.45258855205793,285.11114346116017,540.3278279776616
441.7582149043546,503.31831431355823,284.9964267172661,541.7517780389858
442.28730146667345,505.21500036473174,284.75602458695573,542.6363045197944
442.7519755903841,506.12215707071607,284.2917619227974,543.1928206181673
443.7003491879344,507.69623653695203,283.7545397689415,545.0615515410395
444.8361242198721,509.83915250897246,283.5001538891906,547.1880238527747
445.91135723474594,511.7702961346886,282.91594570653416,549.8094129676182
447.97824998245943,514.9385531704896,281.3595587079575,553.9240604903164
450.45178780920656,518.0279955406728,279.7496963587396,557.5042975559063
453.0181621221364,519.9645742633604,277.7903660943301,560.4723005648023
456.0363050872374,521.5964328638377,275.9383684103959,563.5022190587257
459.6222303774818,525.1906895069135,273.659854719623,565.0355638342503
462.70184784744197,528.1111867723913,271.8867580387989,566.9791396736211
467.372596544289,532.3573712906164,270.11664882246,569.4084674260032
471.40422773110123,537.1085099001593,269.18271382675766,571.6449673782917
474.9643556117484,542.294749614418,268.39686582244065,573.6750090901678
478.99819528674664,549.2291341180168,268.4635559277893,576.6819504202908
482.9800188636605,556.8136589734941,268.29115835265196,580.5291409291325
486.482205242628,563.7206065025811,268.56193972342385,584.164942093648
488.95699755842804,569.0881903346926,269.4227708907962,587.9613251113358
491.26989054306296,573.1827402461067,270.67072241746064,588.7520165619047
493.19811400132994,577.2180413819834,273.3737279397118,589.8569740501665
493.56737864705616,578.8610960846394,275.7892783891995,588.2712708434717
493.51516873526515,579.4531316118939,278.12617026533815,586.690120598843
492.34229808539726,579.4040415560221,280.7902257412711,584.1762222049099
489.92133834508024,579.001559524403,282.84672301994897,581.0262977638142
485.9774987770331,579.0265480381545,283.18086831484584,580.2834033771023
479.67802985637354,579.9767212611284,280.91007516198846,581.8143681005088
470.759899602729,581.4642017178879,274.9412045211201,584.8003386536768
459.9074133495782,581.5717690725864,267.9413702209139,588.274798590926
450.2610809376321,582.2873082075778,258.66156769447355,593.4565412349025
441.6466200894295,582.5756781812286,249.5558910181261,599.0986657373259
433.6952136622643,583.9843163199562,239.89083141499498,606.0801676225572
428.200628417036,586.1368731521516,232.18816017384137,612.3028144723576
423.35339318405784,586.7753344936663,227.5646386709297,616.9354588520406
419.44770349679317,587.0503216720693,222.9455694334693,620.5052002508121
416.975176151263,588.0947812859271,220.61601473313942,621.6842489362925
415.127991861992,588.1230555337743,220.28712767560273,619.7590873173821
415.06003992227494,589.1309425194983,222.00048211055747,615.8817745222647
416.6068453416725,590.1828525984492,224.59923454292732,611.4207509219054
422.01952316687226,591.2267986130832,227.5979571087965,607.499656198178
431.5216361074193,592.8262563731233,230.38684838710208,603.3284489806354
444.47742997699464,591.2652691308125,231.73186931828354,601.9632973880406
456.9683207333813,586.0041695528539,232.67739698279286,599.0098472906124
472.0183889021589,574.1061466265792,232.51973959498065,597.9794715597768
490.04713628631265,561.807202921295,233.68692604303436,595.8817457189729
502.8134194977681,544.6066048933337,234.72415234366878,594.2487728757975
511.0923607029191,522.8713696241816,236.08211907437015,591.7494049566035
519.0107464714903,507.1131884504914,237.86653264176374,589.6216170490995
524.2617798405826,490.97783427906256,239.0084125232317,587.5487387785032
526.5869876306484,482.09842511009117,239.37401474540172,586.1577993754274
526.393881173329,469.3961419331624,240.12460340655986,583.653418125047
524.5076009146073,461.5486714025589,241.50446358942696,580.908479698975
527.5616320194481,460.8497450828316,242.7650618368587,580.2792905717675
530.2706179216126,460.5645502429549,244.20260707033935,580.3137755679979
528.2601602696295,459.5998094638778,244.43330558486366,582.9164374924195
525.4574237905878,459.9049361158307,244.33820557193127,585.7682110254339
523.2099063654944,461.91638175649655,243.30098747690818,590.0359535400745
519.2892775198397,464.83408584281904,241.56679125030496,596.6195067232908
515.7341166602403,470.23394196947817,238.33877412505143,605.3941414529029
512.9890182945464,473.73855072581546,234.45453658788375,613.7087918817232
510.4270549724133,475.18256556993407,232.55144666316733,619.5971686490263
510.07498251725417,475.42888100735786,232.03267308788395,621.9025218922479
512.0445983974228,476.2467583088112,233.5310840917304,621.5175981291427
515.7207404304722,476.240867494874,237.02626021248636,618.0779660144024
521.5105209061384,475.868375084279,243.49995876469757,612.3460153037507
